order_id,time_of_day,traffic_condition,traffic_delay
1156,Morning,Medium,10
1157,Afternoon,Medium,10
1158,Morning,Low,5
1159,Evening,Medium,20
1160,Afternoon,Low,5
1161,Evening,Low,10
1162,Afternoon,Low,5
1163,Evening,Medium,20
1164,Afternoon,Low,5
1165,Morning,Low,5
1166,Morning,Low,5
1167,Morning,Low,5
1168,Afternoon,Medium,10
1169,Afternoon,Low,5
1170,Evening,Low,10
1171,Afternoon,Low,5
1172,Afternoon,Low,5
1173,Afternoon,Low,5
1174,Afternoon,Low,5
1175,Morning,High,15
1176,Morning,Medium,10
1177,Afternoon,Low,5
1178,Afternoon,Low,5
1179,Afternoon,Low,5
1180,Evening,High,30
1181,Morning,High,15
1182,Morning,High,15
1183,Morning,Low,5
1184,Morning,Low,5
1185,Afternoon,Medium,10
1186,Morning,Low,5
1187,Evening,Medium,20
1188,Afternoon,Low,5
1189,Afternoon,Low,5
1190,Morning,Low,5
1191,Morning,Medium,10
1192,Evening,Medium,20
1193,Afternoon,Low,5
1194,Morning,High,15
1195,Morning,High,15
1196,Morning,High,15
1197,Evening,High,30
1198,Afternoon,Low,5
1199,Morning,Low,5
1200,Morning,Low,5
1201,Afternoon,Low,5
1202,Evening,High,30
1203,Afternoon,Low,5
1204,Evening,Medium,20
1205,Evening,High,30
1206,Afternoon,Medium,10
1207,Evening,Medium,20
1208,Afternoon,Low,5
1209,Morning,Low,5
1210,Evening,High,30
1211,Morning,Low,5
1212,Morning,Medium,10
1213,Morning,Low,5
1214,Evening,Low,10
1215,Afternoon,Low,5
1216,Morning,Medium,10
1217,Afternoon,Medium,10
1218,Afternoon,Low,5
1219,Afternoon,Low,5
1220,Morning,Low,5
1221,Evening,Low,10
1222,Evening,Medium,20
1223,Afternoon,Medium,10
1224,Afternoon,Medium,10
1225,Afternoon,Low,5
1226,Morning,Medium,10
1227,Afternoon,Medium,10
1228,Evening,High,30
1229,Afternoon,Medium,10
1230,Afternoon,Medium,10
1231,Morning,Low,5
1232,Afternoon,Low,5
1233,Evening,High,30
1234,Afternoon,Low,5
1235,Evening,Medium,20
1236,Evening,High,30
1237,Afternoon,Medium,10
1238,Morning,Medium,10
1239,Morning,Low,5
1240,Afternoon,Medium,10
1241,Afternoon,Low,5
1242,Afternoon,Low,5
1243,Evening,High,30
1244,Evening,High,30
1245,Afternoon,Medium,10
1246,Afternoon,Low,5
1247,Evening,Low,10
1248,Afternoon,Low,5
1249,Afternoon,Medium,10
1250,Evening,High,30
1251,Afternoon,Medium,10
1252,Morning,Medium,10
1253,Morning,Medium,10
1254,Afternoon,Low,5
1255,Afternoon,Low,5
1256,Evening,Medium,20
1257,Evening,Medium,20
1258,Morning,High,15
1259,Evening,High,30
1260,Afternoon,Low,5
1261,Morning,Low,5
1262,Evening,High,30
1263,Evening,Medium,20
1264,Evening,High,30
1265,Afternoon,Medium,10
1266,Morning,Medium,10
1267,Evening,Low,10
1268,Afternoon,Medium,10
1269,Morning,Low,5
1270,Afternoon,Low,5
1271,Afternoon,Low,5
1272,Afternoon,Medium,10
1273,Evening,Medium,20
1274,Afternoon,Low,5
1275,Afternoon,Low,5
1276,Morning,Low,5
1277,Afternoon,Medium,10
1278,Evening,Medium,20
1279,Morning,Low,5
1280,Afternoon,Low,5
1281,Evening,Medium,20
1282,Evening,Medium,20
1283,Afternoon,Low,5
1284,Afternoon,Medium,10
1285,Afternoon,Medium,10
1286,Afternoon,Medium,10
1287,Morning,Low,5
1288,Evening,Medium,20
1289,Evening,Medium,20
1290,Evening,High,30
1291,Evening,High,30
1292,Afternoon,Low,5
1293,Afternoon,Low,5
1294,Afternoon,Low,5
1295,Morning,Medium,10
1296,Evening,High,30
1297,Evening,Medium,20
1298,Evening,Medium,20
1299,Morning,Low,5
1300,Evening,Medium,20
1301,Morning,Low,5
1302,Afternoon,Low,5
1303,Afternoon,Low,5
1304,Morning,Low,5
1305,Afternoon,Medium,10
1306,Morning,Low,5
1307,Morning,Low,5
1308,Evening,High,30
1309,Afternoon,Low,5
1310,Evening,High,30
1311,Morning,Low,5
1312,Afternoon,Low,5
1313,Evening,High,30
1314,Afternoon,Low,5
1315,Afternoon,Low,5
1316,Evening,High,30
1317,Afternoon,Low,5
1318,Morning,Low,5
1319,Afternoon,Medium,10
1320,Afternoon,Medium,10
1321,Evening,Medium,20
1322,Morning,Low,5
1323,Afternoon,Medium,10
1324,Morning,Low,5
1325,Evening,Medium,20
1326,Afternoon,Low,5
1327,Evening,High,30
1328,Evening,Medium,20
1329,Evening,Medium,20
1330,Evening,High,30
1331,Morning,Medium,10
1332,Evening,Medium,20
1333,Morning,Low,5
1334,Afternoon,Low,5
1335,Evening,High,30
1336,Morning,Low,5
1337,Morning,Low,5
1338,Morning,Low,5
1339,Evening,Low,10
1340,Afternoon,Low,5
1341,Afternoon,Low,5
1342,Afternoon,Low,5
1343,Morning,Medium,10
1344,Evening,Medium,20
1345,Afternoon,Low,5
1346,Morning,Medium,10
1347,Morning,Low,5
1348,Morning,High,15
1349,Evening,High,30
1350,Afternoon,Low,5
1351,Evening,Low,10
1352,Afternoon,Medium,10
1353,Afternoon,Low,5
1354,Afternoon,Low,5
1355,Evening,Low,10
1356,Morning,High,15
1357,Afternoon,Low,5
1358,Evening,Medium,20
1359,Evening,Low,10
1360,Afternoon,Low,5
1361,Afternoon,Low,5
1362,Evening,Medium,20
1363,Afternoon,Low,5
1364,Morning,Medium,10
1365,Evening,High,30
1366,Evening,High,30
1367,Afternoon,Medium,10
1368,Evening,Medium,20
1369,Afternoon,Medium,10
1370,Evening,High,30
1371,Morning,Medium,10
1372,Afternoon,Medium,10
1373,Afternoon,Low,5
1374,Afternoon,Medium,10
1375,Afternoon,Low,5
1376,Evening,Low,10
1377,Evening,Medium,20
1378,Morning,Low,5
1379,Evening,Medium,20
1380,Afternoon,Medium,10
1381,Afternoon,Low,5
1382,Afternoon,Medium,10
1383,Morning,Low,5
1384,Afternoon,Medium,10
1385,Evening,Medium,20
1386,Afternoon,Medium,10
1387,Afternoon,Low,5
1388,Afternoon,Medium,10
1389,Evening,Medium,20
1390,Afternoon,Low,5
1391,Afternoon,Low,5
1392,Morning,Medium,10
1393,Evening,High,30
1394,Morning,Low,5
1395,Afternoon,Low,5
1396,Morning,Medium,10
1397,Morning,Low,5
1398,Afternoon,Low,5
1399,Afternoon,Medium,10
1400,Morning,Low,5
1401,Afternoon,Low,5
1402,Afternoon,Low,5
1403,Morning,Low,5
1404,Afternoon,Medium,10
1405,Afternoon,Low,5
1406,Afternoon,Medium,10
1407,Afternoon,Medium,10
1408,Afternoon,Low,5
1409,Afternoon,Low,5
1410,Morning,Low,5
1411,Evening,Medium,20
1412,Evening,Low,10
1413,Morning,High,15
1414,Evening,High,30
1415,Afternoon,Medium,10
1416,Morning,High,15
1417,Evening,High,30
1418,Evening,Medium,20
1419,Morning,Low,5
1420,Morning,Low,5
1421,Morning,Medium,10
1422,Morning,Low,5
1423,Evening,Low,10
1424,Morning,Low,5
1425,Afternoon,Low,5
1426,Afternoon,Low,5
1427,Morning,Low,5
1428,Evening,High,30
1429,Morning,Low,5
1430,Morning,Low,5
1431,Afternoon,Low,5
1432,Evening,High,30
1433,Morning,Low,5
1434,Evening,High,30
1435,Afternoon,Medium,10
1436,Evening,High,30
1437,Afternoon,Medium,10
1438,Morning,High,15
1439,Evening,Low,10
1440,Afternoon,Low,5
1441,Evening,High,30
1442,Evening,Low,10
1443,Morning,Low,5
1444,Morning,Low,5
1445,Afternoon,Medium,10
1446,Morning,Low,5
1447,Morning,Low,5
1448,Afternoon,Low,5
1449,Afternoon,Medium,10
1450,Morning,Medium,10
1451,Morning,High,15
1452,Morning,High,15
1453,Evening,Low,10
1454,Afternoon,Low,5
1455,Morning,Medium,10
1456,Morning,Low,5
1457,Evening,Medium,20
1458,Morning,Low,5
1459,Afternoon,Low,5
1460,Afternoon,Low,5
1461,Afternoon,Medium,10
1462,Afternoon,Low,5
1463,Afternoon,Low,5
1464,Afternoon,Low,5
1465,Afternoon,Low,5
1466,Evening,Low,10
1467,Morning,Medium,10
1468,Afternoon,Medium,10
1469,Morning,High,15
1470,Afternoon,Low,5
1471,Afternoon,Low,5
1472,Morning,Low,5
1473,Afternoon,Medium,10
1474,Morning,Medium,10
1475,Afternoon,Low,5
1476,Afternoon,Medium,10
1477,Morning,Low,5
1478,Afternoon,Low,5
1479,Morning,Low,5
1480,Afternoon,Low,5
1481,Afternoon,Low,5
1482,Morning,High,15
1483,Morning,Medium,10
1484,Morning,Low,5
1485,Evening,High,30
1486,Afternoon,Low,5
1487,Morning,Low,5
1488,Afternoon,Low,5
1489,Afternoon,Medium,10
1490,Morning,High,15
1491,Evening,Medium,20
1492,Morning,Medium,10
1493,Afternoon,Medium,10
1494,Afternoon,Low,5
1495,Morning,Low,5
1496,Afternoon,Medium,10
1497,Afternoon,Low,5
1498,Afternoon,Medium,10
1499,Afternoon,Low,5
1500,Morning,Low,5
1501,Afternoon,Low,5
1502,Morning,Low,5
1503,Evening,High,30
1504,Afternoon,Low,5
1505,Evening,Medium,20
1506,Afternoon,Medium,10
1507,Evening,Low,10
1508,Morning,Low,5
1509,Evening,High,30
1510,Afternoon,Low,5
1511,Morning,Medium,10
1512,Morning,Medium,10
1513,Afternoon,Low,5
1514,Afternoon,Medium,10
1515,Evening,High,30
1516,Afternoon,Medium,10
1517,Afternoon,Low,5
1518,Afternoon,Low,5
1519,Afternoon,Low,5
1520,Afternoon,Medium,10
1521,Evening,High,30
1522,Evening,High,30
1523,Afternoon,Low,5
1524,Afternoon,Medium,10
1525,Evening,High,30
1526,Evening,Medium,20
1527,Afternoon,Low,5
1528,Evening,Medium,20
1529,Afternoon,Low,5
1530,Morning,Low,5
1531,Evening,Low,10
1532,Evening,Low,10
1533,Afternoon,Medium,10
1534,Morning,High,15
1535,Afternoon,Low,5
1536,Afternoon,Low,5
1537,Afternoon,Low,5
1538,Afternoon,Low,5
1539,Evening,Medium,20
1540,Morning,Medium,10
1541,Evening,High,30
1542,Morning,Low,5
1543,Afternoon,Medium,10
1544,Afternoon,Medium,10
1545,Morning,Low,5
1546,Evening,Low,10
1547,Afternoon,Low,5
1548,Evening,Low,10
1549,Afternoon,Low,5
1550,Afternoon,Low,5
1551,Afternoon,Medium,10
1552,Morning,Low,5
1553,Afternoon,Low,5
1554,Evening,Medium,20
1555,Morning,Medium,10
1556,Afternoon,Medium,10
1557,Morning,Low,5
1558,Afternoon,Medium,10
1559,Evening,Medium,20
1560,Evening,Medium,20
1561,Afternoon,Low,5
1562,Morning,Medium,10
1563,Afternoon,Low,5
1564,Morning,High,15
1565,Afternoon,Low,5
1566,Afternoon,Low,5
1567,Afternoon,Low,5
1568,Evening,Low,10
1569,Afternoon,Medium,10
1570,Morning,High,15
1571,Afternoon,Low,5
1572,Evening,High,30
1573,Afternoon,Medium,10
1574,Morning,Medium,10
1575,Evening,Low,10
1576,Afternoon,Low,5
1577,Afternoon,Medium,10
1578,Morning,Low,5
1579,Afternoon,Medium,10
1580,Evening,Low,10
1581,Evening,Low,10
1582,Morning,Medium,10
1583,Evening,Low,10
1584,Afternoon,Low,5
1585,Morning,Low,5
1586,Morning,Low,5
1587,Evening,Medium,20
1588,Morning,Low,5
1589,Afternoon,Low,5
1590,Morning,Low,5
1591,Afternoon,Low,5
1592,Evening,Medium,20
1593,Evening,Medium,20
1594,Afternoon,Low,5
1595,Afternoon,Low,5
1596,Afternoon,Low,5
1597,Morning,Medium,10
1598,Evening,Medium,20
1599,Morning,Medium,10
1600,Afternoon,Low,5
1601,Evening,High,30
1602,Afternoon,Low,5
1603,Morning,Medium,10
1604,Morning,High,15
1605,Afternoon,Low,5
1606,Afternoon,Low,5
1607,Afternoon,Low,5
1608,Afternoon,Medium,10
1609,Evening,High,30
1610,Morning,High,15
1611,Morning,High,15
1612,Afternoon,Low,5
1613,Evening,Medium,20
1614,Morning,High,15
1615,Afternoon,Low,5
1616,Evening,High,30
1617,Morning,Low,5
1618,Afternoon,Low,5
1619,Morning,Medium,10
1620,Evening,Medium,20
1621,Evening,Medium,20
1622,Afternoon,Low,5
1623,Morning,Low,5
1624,Afternoon,Medium,10
1625,Afternoon,Low,5
1626,Evening,Medium,20
1627,Afternoon,Low,5
1628,Morning,High,15
1629,Afternoon,Low,5
1630,Morning,Low,5
1631,Morning,Medium,10
1632,Afternoon,Low,5
1633,Afternoon,Low,5
1634,Evening,Medium,20
1635,Afternoon,Low,5
1636,Afternoon,Medium,10
1637,Afternoon,Medium,10
1638,Morning,Low,5
1639,Afternoon,Low,5
1640,Afternoon,Low,5
1641,Evening,High,30
1642,Afternoon,Low,5
1643,Morning,Low,5
1644,Morning,Low,5
1645,Afternoon,Low,5
1646,Morning,Low,5
1647,Evening,Low,10
1648,Afternoon,Low,5
1649,Afternoon,Low,5
1650,Morning,Low,5
1651,Afternoon,Low,5
1652,Afternoon,Medium,10
1653,Afternoon,Low,5
1654,Evening,Medium,20
1655,Evening,Low,10
1656,Afternoon,Low,5
1657,Afternoon,Medium,10
1658,Morning,Low,5
1659,Morning,Low,5
1660,Afternoon,Low,5
1661,Morning,Low,5
1662,Afternoon,Medium,10
1663,Evening,High,30
1664,Evening,Medium,20
1665,Morning,Low,5
1666,Morning,High,15
1667,Evening,Medium,20
1668,Evening,High,30
1669,Afternoon,Low,5
1670,Evening,Low,10
1671,Morning,Low,5
1672,Afternoon,Medium,10
1673,Evening,Medium,20
1674,Evening,Low,10
1675,Morning,Medium,10
1676,Afternoon,Low,5
1677,Afternoon,Low,5
1678,Evening,High,30
1679,Evening,High,30
1680,Afternoon,Low,5
1681,Morning,High,15
1682,Morning,Medium,10
1683,Afternoon,Low,5
1684,Morning,Low,5
1685,Afternoon,Low,5
1686,Afternoon,Low,5
1687,Afternoon,Low,5
1688,Morning,Low,5
1689,Morning,Low,5
1690,Afternoon,Low,5
1691,Afternoon,Low,5
1692,Afternoon,Medium,10
1693,Afternoon,Low,5
1694,Morning,Low,5
1695,Morning,Medium,10
1696,Evening,Medium,20
1697,Morning,Low,5
1698,Morning,Low,5
1699,Afternoon,Low,5
1700,Evening,High,30
1701,Morning,High,15
1702,Morning,Medium,10
1703,Morning,Low,5
1704,Afternoon,Low,5
1705,Afternoon,Low,5
1706,Morning,Medium,10
1707,Evening,High,30
1708,Afternoon,Low,5
1709,Evening,Low,10
1710,Evening,High,30
1711,Afternoon,Medium,10
1712,Morning,Low,5
1713,Evening,High,30
1714,Afternoon,Low,5
1715,Evening,High,30
1716,Morning,High,15
1717,Morning,High,15
1718,Evening,Medium,20
1719,Morning,High,15
1720,Morning,Medium,10
1721,Evening,Low,10
1722,Morning,Low,5
1723,Morning,Low,5
1724,Afternoon,Low,5
1725,Evening,High,30
1726,Morning,Medium,10
1727,Evening,High,30
1728,Afternoon,Low,5
1729,Morning,High,15
1730,Afternoon,Medium,10
1731,Afternoon,Medium,10
1732,Evening,High,30
1733,Afternoon,Medium,10
1734,Morning,Low,5
1735,Evening,Medium,20
1736,Morning,Low,5
1737,Afternoon,Low,5
1738,Afternoon,Low,5
1739,Evening,Low,10
1740,Afternoon,Medium,10
1741,Morning,Low,5
1742,Afternoon,Medium,10
1743,Afternoon,Low,5
1744,Morning,Low,5
1745,Afternoon,Low,5
1746,Evening,Medium,20
1747,Afternoon,Low,5
1748,Evening,Medium,20
1749,Morning,Medium,10
1750,Morning,Medium,10
1751,Afternoon,Low,5
1752,Morning,High,15
1753,Evening,Medium,20
1754,Morning,High,15
1755,Afternoon,Low,5
1756,Evening,Medium,20
1757,Afternoon,Low,5
1758,Morning,High,15
1759,Morning,Low,5
1760,Evening,High,30
1761,Evening,Medium,20
1762,Afternoon,Low,5
1763,Morning,High,15
1764,Evening,Medium,20
1765,Morning,Low,5
1766,Afternoon,Low,5
1767,Evening,Low,10
1768,Evening,Medium,20
1769,Afternoon,Low,5
1770,Afternoon,Medium,10
1771,Evening,Medium,20
1772,Evening,Medium,20
1773,Evening,Medium,20
1774,Afternoon,Medium,10
1775,Afternoon,Low,5
1776,Evening,Medium,20
1777,Evening,Medium,20
1778,Evening,High,30
1779,Afternoon,Low,5
1780,Evening,High,30
1781,Evening,Medium,20
1782,Evening,Low,10
1783,Afternoon,Medium,10
1784,Afternoon,Low,5
1785,Afternoon,Low,5
1786,Afternoon,Low,5
1787,Morning,Low,5
1788,Afternoon,Low,5
1789,Afternoon,Low,5
1790,Afternoon,Low,5
1791,Evening,Medium,20
1792,Morning,Medium,10
1793,Afternoon,Low,5
1794,Evening,Low,10
1795,Evening,High,30
1796,Afternoon,Low,5
1797,Morning,Medium,10
1798,Evening,Medium,20
1799,Afternoon,Low,5
1800,Afternoon,Medium,10
1801,Evening,High,30
1802,Afternoon,Low,5
1803,Morning,Low,5
1804,Evening,Medium,20
1805,Morning,Medium,10
1806,Morning,Low,5
1807,Afternoon,Low,5
1808,Evening,High,30
1809,Morning,Low,5
1810,Morning,Low,5
1811,Afternoon,Medium,10
1812,Afternoon,Low,5
1813,Afternoon,Medium,10
1814,Morning,Low,5
1815,Afternoon,Low,5
1816,Afternoon,Low,5
1817,Morning,Medium,10
1818,Evening,High,30
1819,Morning,Low,5
1820,Afternoon,Low,5
1821,Morning,High,15
1822,Afternoon,Low,5
1823,Evening,Medium,20
1824,Afternoon,Low,5
1825,Afternoon,Low,5
1826,Morning,Medium,10
1827,Afternoon,Low,5
1828,Evening,High,30
1829,Evening,High,30
1830,Evening,High,30
1831,Afternoon,Low,5
1832,Evening,Medium,20
1833,Afternoon,Low,5
1834,Evening,Medium,20
1835,Morning,Low,5
1836,Afternoon,Low,5
1837,Morning,Medium,10
1838,Morning,Low,5
1839,Morning,Low,5
1840,Evening,Low,10
1841,Morning,High,15
1842,Afternoon,Medium,10
1843,Afternoon,Low,5
1844,Evening,Medium,20
1845,Morning,Low,5
1846,Evening,High,30
1847,Evening,High,30
1848,Afternoon,Low,5
1849,Evening,High,30
1850,Afternoon,Medium,10
1851,Afternoon,Medium,10
1852,Afternoon,Medium,10
1853,Morning,Low,5
1854,Evening,High,30
1855,Morning,High,15
1856,Afternoon,Low,5
1857,Evening,High,30
1858,Evening,High,30
1859,Morning,Low,5
1860,Evening,High,30
1861,Morning,Low,5
1862,Afternoon,Medium,10
1863,Afternoon,Low,5
1864,Afternoon,Low,5
1865,Afternoon,Low,5
1866,Morning,Medium,10
1867,Morning,High,15
1868,Morning,Medium,10
1869,Afternoon,Low,5
1870,Morning,Low,5
1871,Evening,Medium,20
1872,Evening,Low,10
1873,Evening,Medium,20
1874,Afternoon,Low,5
1875,Evening,High,30
1876,Evening,Low,10
1877,Morning,Medium,10
1878,Morning,Low,5
1879,Afternoon,Low,5
1880,Evening,High,30
1881,Afternoon,Low,5
1882,Evening,Medium,20
1883,Evening,High,30
1884,Afternoon,Low,5
1885,Morning,Low,5
1886,Morning,Low,5
1887,Evening,Medium,20
1888,Morning,Low,5
1889,Evening,Medium,20
1890,Morning,Low,5
1891,Evening,Medium,20
1892,Evening,High,30
1893,Afternoon,Low,5
1894,Afternoon,Low,5
1895,Evening,Medium,20
1896,Afternoon,Low,5
1897,Afternoon,Low,5
1898,Evening,Low,10
1899,Morning,High,15
1900,Afternoon,Medium,10
1901,Afternoon,Low,5
1902,Afternoon,Low,5
1903,Evening,Low,10
1904,Morning,Low,5
1905,Afternoon,Low,5
1906,Morning,Low,5
1907,Afternoon,Low,5
1908,Morning,High,15
1909,Morning,Medium,10
1910,Afternoon,Low,5
1911,Evening,Medium,20
1912,Evening,Low,10
1913,Evening,Low,10
1914,Morning,High,15
1915,Afternoon,Low,5
1916,Evening,High,30
1917,Afternoon,Low,5
1918,Morning,Low,5
1919,Evening,Low,10
1920,Afternoon,Low,5
1921,Morning,Low,5
1922,Afternoon,Medium,10
1923,Afternoon,Low,5
1924,Evening,Medium,20
1925,Evening,Medium,20
1926,Evening,High,30
1927,Morning,Low,5
1928,Evening,Medium,20
1929,Afternoon,Low,5
1930,Evening,Medium,20
1931,Morning,High,15
1932,Afternoon,Low,5
1933,Afternoon,Medium,10
1934,Evening,Medium,20
1935,Morning,High,15
1936,Afternoon,Medium,10
1937,Afternoon,Low,5
1938,Afternoon,Low,5
1939,Afternoon,Low,5
1940,Evening,Medium,20
1941,Afternoon,Low,5
1942,Morning,Low,5
1943,Afternoon,Low,5
1944,Afternoon,Low,5
1945,Afternoon,Low,5
1946,Afternoon,Medium,10
1947,Afternoon,Low,5
1948,Afternoon,Medium,10
1949,Morning,High,15
1950,Morning,Low,5
1951,Evening,Medium,20
1952,Afternoon,Low,5
1953,Evening,High,30
1954,Evening,Medium,20
1955,Afternoon,Medium,10
1956,Morning,High,15
1957,Afternoon,Low,5
1958,Evening,Medium,20
1959,Evening,Low,10
1960,Afternoon,Low,5
1961,Afternoon,Low,5
1962,Evening,High,30
1963,Morning,Medium,10
1964,Morning,Medium,10
1965,Evening,High,30
1966,Morning,Medium,10
1967,Morning,Low,5
1968,Morning,Medium,10
1969,Evening,Medium,20
1970,Evening,High,30
1971,Afternoon,Medium,10
1972,Evening,Medium,20
1973,Morning,High,15
1974,Afternoon,Low,5
1975,Afternoon,Low,5
1976,Afternoon,Low,5
1977,Evening,Low,10
1978,Afternoon,Low,5
1979,Afternoon,Low,5
1980,Afternoon,Medium,10
1981,Afternoon,Low,5
1982,Evening,Medium,20
1983,Morning,Medium,10
1984,Evening,High,30
1985,Morning,Medium,10
1986,Evening,Medium,20
1987,Afternoon,Low,5
1988,Evening,Medium,20
1989,Morning,Low,5
1990,Morning,Low,5
1991,Afternoon,Low,5
1992,Evening,Low,10
1993,Morning,Medium,10
1994,Evening,Medium,20
1995,Afternoon,Low,5
1996,Afternoon,Low,5
1997,Afternoon,Low,5
1998,Afternoon,Medium,10
1999,Afternoon,Medium,10
2000,Evening,High,30
2001,Morning,Low,5
2002,Evening,Medium,20
2003,Afternoon,Medium,10
2004,Afternoon,Low,5
2005,Evening,Medium,20
2006,Evening,Low,10
2007,Morning,High,15
2008,Afternoon,Low,5
2009,Afternoon,Low,5
2010,Afternoon,Medium,10
2011,Afternoon,Low,5
2012,Evening,Medium,20
2013,Afternoon,Low,5
2014,Morning,Low,5
2015,Morning,Low,5
2016,Morning,Medium,10
2017,Afternoon,Low,5
2018,Morning,High,15
2019,Morning,Low,5
2020,Afternoon,Low,5
2021,Morning,Medium,10
2022,Afternoon,Low,5
2023,Afternoon,Low,5
2024,Evening,High,30
2025,Morning,Medium,10
2026,Afternoon,Low,5
2027,Morning,Low,5
2028,Afternoon,Low,5
2029,Morning,Low,5
2030,Evening,High,30
2031,Morning,Low,5
2032,Afternoon,Low,5
2033,Morning,Low,5
2034,Evening,High,30
2035,Evening,High,30
2036,Afternoon,Low,5
2037,Afternoon,Low,5
2038,Morning,Medium,10
2039,Morning,Medium,10
2040,Afternoon,Low,5
2041,Afternoon,Low,5
2042,Morning,Low,5
2043,Morning,Medium,10
2044,Afternoon,Low,5
2045,Evening,High,30
2046,Afternoon,Low,5
2047,Evening,Medium,20
2048,Afternoon,Medium,10
